image,expected_text,predicted_v1,predicted_v2,detected,score,v1_exact_match,v2_exact_match,v1_char_accuracy,v2_char_accuracy,better_model,bbox,output_image
00751795977012-90_87-440&462_612&517-611&515_444&516_441&458_608&457-0_11_0_17_26_30_32-121-30.jpg,皖MAT268,皖MAT268,皖MAT268,True,0.7894,True,True,1.0,1.0,same,"[433, 455, 616, 513]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00751795977012-90_87-440&462_612&517-611&515_444&516_441&458_608&457-0_11_0_17_26_30_32-121-30.jpg
00754549808429-90_86-214&543_368&600-371&594_214&608_210&555_367&541-0_0_20_27_25_31_22-124-6.jpg,皖AW317Y,皖AW317Y,皖AW317Y,True,0.7963,True,True,1.0,1.0,same,"[200, 541, 377, 609]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00754549808429-90_86-214&543_368&600-371&594_214&608_210&555_367&541-0_0_20_27_25_31_22-124-6.jpg
00758620689655-89_98-357&507_500&562-497&556_352&571_365&511_510&496-0_0_11_10_24_27_31-92-17.jpg,皖AML037,皖AML037,皖AML037,True,0.7911,True,True,1.0,1.0,same,"[347, 499, 508, 566]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00758620689655-89_98-357&507_500&562-497&556_352&571_365&511_510&496-0_0_11_10_24_27_31-92-17.jpg
00760057471264-90_86-361&431_520&487-522&488_364&485_358&430_516&433-0_0_6_9_26_31_25-131-34.jpg,皖AGK271,皖AGK271,皖AGK271,True,0.7912,True,True,1.0,1.0,same,"[352, 428, 525, 488]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00760057471264-90_86-361&431_520&487-522&488_364&485_358&430_516&433-0_0_6_9_26_31_25-131-34.jpg
00765325670498-89_87-236&483_402&540-406&543_236&537_236&476_406&482-0_0_28_24_25_27_31-97-8.jpg,皖A40137,皖A40137,皖A40137,True,0.8064,True,True,1.0,1.0,same,"[226, 476, 415, 547]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00765325670498-89_87-236&483_402&540-406&543_236&537_236&476_406&482-0_0_28_24_25_27_31-97-8.jpg
007655651341-90_89-158&313_304&374-307&372_159&369_157&317_305&320-0_0_18_22_33_31_31-92-21.jpg,皖AUY977,皖AUY977,皖AUY977,True,0.789,True,True,1.0,1.0,same,"[146, 312, 315, 374]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\007655651341-90_89-158&313_304&374-307&372_159&369_157&317_305&320-0_0_18_22_33_31_31-92-21.jpg
00769157088122-90_89-221&432_385&482-388&482_232&479_233&426_389&429-0_0_17_32_15_32_25-98-28.jpg,皖AT8R81,皖AT8R81,皖AT8R81,True,0.7876,True,True,1.0,1.0,same,"[220, 422, 398, 484]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00769157088122-90_89-221&432_385&482-388&482_232&479_233&426_389&429-0_0_17_32_15_32_25-98-28.jpg
00769396551724-90_93-309&510_467&562-475&560_311&562_312&507_476&505-0_0_2_23_32_24_30-98-18.jpg,皖ACZ806,皖ACZ806,皖ACZ806,True,0.7908,True,True,1.0,1.0,same,"[301, 503, 484, 562]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00769396551724-90_93-309&510_467&562-475&560_311&562_312&507_476&505-0_0_2_23_32_24_30-98-18.jpg
00770474137931-90_88-304&482_457&545-455&540_308&539_309&490_456&491-0_0_16_7_33_28_33-150-20.jpg,皖ASH949,皖ASH949,皖ASH949,True,0.7873,True,True,1.0,1.0,same,"[299, 484, 463, 542]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00770474137931-90_88-304&482_457&545-455&540_308&539_309&490_456&491-0_0_16_7_33_28_33-150-20.jpg
00770953065134-89_88-127&508_285&567-286&561_126&575_121&516_281&502-0_0_17_11_30_33_31-140-14.jpg,皖ATM697,皖ATM697,皖ATM697,True,0.81,True,True,1.0,1.0,same,"[109, 502, 293, 578]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00770953065134-89_88-127&508_285&567-286&561_126&575_121&516_281&502-0_0_17_11_30_33_31-140-14.jpg
00775862068966-90_86-311&568_504&611-498&618_312&620_308&565_494&563-0_0_28_32_32_3_28-155-12.jpg,皖A488D4,皖A488D4,皖A488D4,True,0.8031,True,True,1.0,1.0,same,"[301, 559, 504, 627]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00775862068966-90_86-311&568_504&611-498&618_312&620_308&565_494&563-0_0_28_32_32_3_28-155-12.jpg
00777418582376-90_89-257&555_417&607-420&606_260&605_261&547_421&548-0_0_6_5_26_33_32-135-17.jpg,皖AGF298,皖AGF298,皖AGF298,True,0.8002,True,True,1.0,1.0,same,"[249, 541, 428, 611]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00777418582376-90_89-257&555_417&607-420&606_260&605_261&547_421&548-0_0_6_5_26_33_32-135-17.jpg
0077969348659-90_92-219&585_384&647-378&636_235&636_237&588_380&588-0_14_30_26_28_26_32-126-19.jpg,皖Q62428,皖Q62428,皖Q62428,True,0.7957,True,True,1.0,1.0,same,"[222, 582, 388, 640]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0077969348659-90_92-219&585_384&647-378&636_235&636_237&588_380&588-0_14_30_26_28_26_32-126-19.jpg
00782088122605-91_84-260&524_433&585-440&595_257&589_246&524_429&530-0_0_18_32_16_29_32-167-5.jpg,皖AU8S58,皖AU8S58,皖AU8S58,True,0.8005,True,True,1.0,1.0,same,"[243, 522, 445, 597]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00782088122605-91_84-260&524_433&585-440&595_257&589_246&524_429&530-0_0_18_32_16_29_32-167-5.jpg
00782567049809-90_84-234&334_410&396-412&415_234&398_222&330_400&347-0_0_29_24_1_29_26-135-31.jpg,皖A50B52,皖A50B52,皖A50B52,True,0.8236,True,True,1.0,1.0,same,"[223, 333, 414, 407]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00782567049809-90_84-234&334_410&396-412&415_234&398_222&330_400&347-0_0_29_24_1_29_26-135-31.jpg
00786159003831-90_95-379&315_539&380-548&391_369&390_375&317_554&318-0_0_32_23_25_33_27-98-8.jpg,皖A8Z193,皖A8Z193,皖A8Z193,True,0.8057,True,True,1.0,1.0,same,"[362, 316, 553, 387]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00786159003831-90_95-379&315_539&380-548&391_369&390_375&317_554&318-0_0_32_23_25_33_27-98-8.jpg
00787595785441-88_90-299&514_443&575-450&565_307&571_304&519_447&513-0_0_1_1_33_28_33-110-15.jpg,皖ABB949,皖ABB949,皖ABB949,True,0.785,True,True,1.0,1.0,same,"[290, 509, 458, 576]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00787595785441-88_90-299&514_443&575-450&565_307&571_304&519_447&513-0_0_1_1_33_28_33-110-15.jpg
00789511494253-90_87-167&491_331&550-335&553_170&555_162&498_327&496-0_0_8_16_32_30_30-101-15.jpg,皖AJS866,皖AJS866,皖AJS866,True,0.7894,True,True,1.0,1.0,same,"[154, 490, 345, 560]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00789511494253-90_87-167&491_331&550-335&553_170&555_162&498_327&496-0_0_8_16_32_30_30-101-15.jpg
0079070881226-92_90-415&438_581&495-588&503_405&492_407&431_590&442-0_0_23_26_32_28_22-170-13.jpg,皖AZ284Y,皖AZ284Y,皖AZ284Y,True,0.807,True,True,1.0,1.0,same,"[395, 431, 596, 504]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0079070881226-92_90-415&438_581&495-588&503_405&492_407&431_590&442-0_0_23_26_32_28_22-170-13.jpg
00792863984674-90_90-278&523_442&580-451&582_280&583_276&521_447&520-0_0_19_28_29_31_29-156-3.jpg,皖AV4575,皖AV4575,皖AVA575,True,0.785,True,False,1.0,0.8571,v1,"[267, 522, 451, 582]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00792863984674-90_90-278&523_442&580-451&582_280&583_276&521_447&520-0_0_19_28_29_31_29-156-3.jpg
00793103448276-89_88-259&466_418&523-415&519_259&523_263&471_419&467-0_0_15_29_26_31_10-154-16.jpg,皖AR527L,皖AR527L,皖AR527L,True,0.8036,True,True,1.0,1.0,same,"[251, 466, 422, 524]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00793103448276-89_88-259&466_418&523-415&519_259&523_263&471_419&467-0_0_15_29_26_31_10-154-16.jpg
00798012452107-90_88-288&542_446&592-454&594_294&594_292&538_452&538-0_0_3_20_31_25_26-145-28.jpg,皖ADW712,皖ADW712,皖ADW712,True,0.7903,True,True,1.0,1.0,same,"[283, 535, 460, 591]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00798012452107-90_88-288&542_446&592-454&594_294&594_292&538_452&538-0_0_3_20_31_25_26-145-28.jpg
00809626436781-90_86-315&472_486&537-488&544_306&540_309&475_491&479-0_0_28_28_6_33_33-20-9.jpg,皖A44G99,皖A44G99,皖A44G99,True,0.7928,True,True,1.0,1.0,same,"[289, 474, 498, 548]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00809626436781-90_86-315&472_486&537-488&544_306&540_309&475_491&479-0_0_28_28_6_33_33-20-9.jpg
00815493295019-89_91-333&499_483&555-477&547_332&554_338&503_483&496-0_0_1_14_30_27_24-71-21.jpg,皖ABQ630,皖ABQ630,皖ABQ630,True,0.78,True,True,1.0,1.0,same,"[316, 488, 493, 558]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00815493295019-89_91-333&499_483&555-477&547_332&554_338&503_483&496-0_0_1_14_30_27_24-71-21.jpg
00815972222222-90_87-291&480_460&537-457&536_290&545_288&480_455&471-0_0_9_6_30_26_31-146-12.jpg,皖AKG627,皖AKG627,皖AKG627,True,0.8139,True,True,1.0,1.0,same,"[276, 471, 462, 547]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00815972222222-90_87-291&480_460&537-457&536_290&545_288&480_455&471-0_0_9_6_30_26_31-146-12.jpg
00818965517241-90_90-282&547_455&605-451&610_279&602_281&545_453&553-0_0_7_4_26_25_33-116-6.jpg,皖AHE219,皖AHE219,皖AHE219,True,0.7939,True,True,1.0,1.0,same,"[269, 542, 460, 612]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00818965517241-90_90-282&547_455&605-451&610_279&602_281&545_453&553-0_0_7_4_26_25_33-116-6.jpg
00818965517241-91_91-221&384_375&437-384&444_217&437_218&377_385&384-0_0_23_32_8_31_31-166-22.jpg,皖AZ8J77,皖AZ8J77,皖AZ8J77,True,0.7975,True,True,1.0,1.0,same,"[209, 378, 389, 438]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00818965517241-91_91-221&384_375&437-384&444_217&437_218&377_385&384-0_0_23_32_8_31_31-166-22.jpg
00821360153257-90_88-261&541_423&596-428&603_264&602_255&541_419&542-0_0_21_7_28_29_29-90-7.jpg,皖AXH455,皖AXH455,皖AXH455,True,0.8024,True,True,1.0,1.0,same,"[250, 537, 436, 607]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00821360153257-90_88-261&541_423&596-428&603_264&602_255&541_419&542-0_0_21_7_28_29_29-90-7.jpg
00821360153257-94_88-219&541_368&606-359&595_224&585_228&541_363&551-0_0_6_31_30_30_4-124-20.jpg,皖AG766E,皖AG766E,皖AG766E,True,0.784,True,True,1.0,1.0,same,"[212, 537, 370, 599]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00821360153257-94_88-219&541_368&606-359&595_224&585_228&541_363&551-0_0_6_31_30_30_4-124-20.jpg
00821599616858-90_86-273&502_442&570-445&577_286&571_273&507_432&513-0_0_30_19_30_24_25-151-26.jpg,皖A6V601,皖A6V601,皖A6V601,True,0.7966,True,True,1.0,1.0,same,"[272, 505, 443, 572]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00821599616858-90_86-273&502_442&570-445&577_286&571_273&507_432&513-0_0_30_19_30_24_25-151-26.jpg
00824353448276-90_86-198&453_375&505-381&505_207&514_203&452_377&443-0_0_21_12_33_25_32-115-13.jpg,皖AXN918,皖AXN918,皖AXN918,True,0.8043,True,True,1.0,1.0,same,"[195, 444, 385, 511]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00824353448276-90_86-198&453_375&505-381&505_207&514_203&452_377&443-0_0_21_12_33_25_32-115-13.jpg
00824353448276-92_89-322&506_466&567-464&561_323&553_324&502_465&510-0_0_2_31_32_24_3-87-24.jpg,皖AC780D,皖AC780D,皖AC780D,True,0.7897,True,True,1.0,1.0,same,"[312, 499, 472, 561]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00824353448276-92_89-322&506_466&567-464&561_323&553_324&502_465&510-0_0_2_31_32_24_3-87-24.jpg
00827227011495-90_91-251&400_414&464-408&460_257&459_259&409_410&410-0_0_28_31_24_33_28-55-7.jpg,皖A47094,皖A47094,皖A47094,True,0.7728,True,True,1.0,1.0,same,"[237, 395, 423, 467]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00827227011495-90_91-251&400_414&464-408&460_257&459_259&409_410&410-0_0_28_31_24_33_28-55-7.jpg
00827227011495-92_86-468&441_628&506-627&509_469&496_475&444_633&457-0_0_4_33_31_32_33-72-12.jpg,皖AE9789,皖AE9789,皖AE9789,True,0.8034,True,True,1.0,1.0,same,"[459, 442, 637, 512]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00827227011495-92_86-468&441_628&506-627&509_469&496_475&444_633&457-0_0_4_33_31_32_33-72-12.jpg
00830459770115-90_89-245&527_412&592-421&599_236&586_231&514_416&527-0_0_20_19_29_25_33-158-10.jpg,皖AWV519,皖AWV519,皖AWV519,True,0.8061,True,True,1.0,1.0,same,"[227, 521, 422, 592]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00830459770115-90_89-245&527_412&592-421&599_236&586_231&514_416&527-0_0_20_19_29_25_33-158-10.jpg
00832854406131-90_88-226&524_393&582-390&577_235&574_232&519_387&522-0_0_8_25_21_33_33-90-25.jpg,皖AJ1X99,皖AJ1X99,皖AJ1X99,True,0.7899,True,True,1.0,1.0,same,"[225, 516, 397, 578]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00832854406131-90_88-226&524_393&582-390&577_235&574_232&519_387&522-0_0_8_25_21_33_33-90-25.jpg
00834051724138-90_88-259&528_433&582-441&578_265&582_263&522_439&518-0_0_22_33_31_29_33-116-34.jpg,皖AY9759,皖AY9759,皖AY9759,True,0.7994,True,True,1.0,1.0,same,"[253, 518, 448, 584]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00834051724138-90_88-259&528_433&582-441&578_265&582_263&522_439&518-0_0_22_33_31_29_33-116-34.jpg
00837643678161-90_87-327&443_496&497-499&505_326&502_326&444_499&447-0_0_15_27_33_24_33-160-14.jpg,皖AR3909,皖AR3909,皖AR3909,True,0.7927,True,True,1.0,1.0,same,"[305, 438, 510, 508]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00837643678161-90_87-327&443_496&497-499&505_326&502_326&444_499&447-0_0_15_27_33_24_33-160-14.jpg
00838960727969-90_92-266&575_440&640-430&634_265&637_265&577_430&574-0_0_5_32_24_29_26-95-24.jpg,皖AF8052,皖AF8052,皖AF8052,True,0.7973,True,True,1.0,1.0,same,"[248, 570, 440, 642]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00838960727969-90_92-266&575_440&640-430&634_265&637_265&577_430&574-0_0_5_32_24_29_26-95-24.jpg
0083908045977-90_81-306&302_468&367-466&368_310&358_295&295_451&305-0_0_2_19_24_32_31-64-10.jpg,皖ACV087,皖ACV087,皖ACV087,True,0.7963,True,True,1.0,1.0,same,"[293, 294, 472, 368]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0083908045977-90_81-306&302_468&367-466&368_310&358_295&295_451&305-0_0_2_19_24_32_31-64-10.jpg
0083908045977-90_88-228&476_405&536-416&537_227&539_227&478_416&476-0_0_26_13_25_25_25-157-10.jpg,皖A2P111,皖A2P111,皖A2P111,True,0.8155,True,True,1.0,1.0,same,"[215, 473, 429, 543]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0083908045977-90_88-228&476_405&536-416&537_227&539_227&478_416&476-0_0_26_13_25_25_25-157-10.jpg
00842672413793-91_88-272&463_426&522-427&516_279&519_278&460_426&457-0_0_16_31_17_27_29-68-9.jpg,皖AS7T35,皖AS7T35,皖AS7T35,True,0.7977,True,True,1.0,1.0,same,"[266, 455, 436, 521]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00842672413793-91_88-272&463_426&522-427&516_279&519_278&460_426&457-0_0_16_31_17_27_29-68-9.jpg
00842672413793-91_89-365&453_532&509-534&513_359&508_361&448_536&453-0_0_18_10_32_29_27-81-13.jpg,皖AUL853,皖AUL853,皖AUL853,True,0.8047,True,True,1.0,1.0,same,"[349, 443, 541, 515]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00842672413793-91_89-365&453_532&509-534&513_359&508_361&448_536&453-0_0_18_10_32_29_27-81-13.jpg
00844827586207-91_90-279&493_452&555-440&555_284&556_286&499_442&498-0_0_9_20_26_32_24-125-13.jpg,皖AKW280,皖AKW280,皖AKW280,True,0.795,True,True,1.0,1.0,same,"[273, 494, 449, 560]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00844827586207-91_90-279&493_452&555-440&555_284&556_286&499_442&498-0_0_9_20_26_32_24-125-13.jpg
00845905172414-90_87-241&500_413&556-415&554_247&552_245&497_413&499-0_0_2_33_32_24_31-134-43.jpg,皖AC9807,皖AC9807,皖AC9807,True,0.793,True,True,1.0,1.0,same,"[236, 495, 421, 555]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00845905172414-90_87-241&500_413&556-415&554_247&552_245&497_413&499-0_0_2_33_32_24_31-134-43.jpg
00846743295019-92_85-428&405_573&473-571&473_425&461_424&408_570&420-0_0_25_31_29_3_25-102-38.jpg,皖A175D1,皖A175D1,皖A175D1,True,0.7887,True,True,1.0,1.0,same,"[414, 403, 581, 475]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00846743295019-92_85-428&405_573&473-571&473_425&461_424&408_570&420-0_0_25_31_29_3_25-102-38.jpg
00850095785441-92_85-206&481_360&536-363&548_194&541_198&477_367&484-0_0_9_9_31_24_31-123-14.jpg,皖AKK707,皖AKK707,皖AKK707,True,0.7999,True,True,1.0,1.0,same,"[189, 479, 368, 542]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00850095785441-92_85-206&481_360&536-363&548_194&541_198&477_367&484-0_0_9_9_31_24_31-123-14.jpg
00850574712643-90_86-223&492_388&554-381&552_232&552_231&498_380&498-0_0_29_3_29_30_30-129-23.jpg,皖A5D566,皖A5D566,皖A5D566,True,0.7758,True,True,1.0,1.0,same,"[224, 496, 388, 552]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00850574712643-90_86-223&492_388&554-381&552_232&552_231&498_380&498-0_0_29_3_29_30_30-129-23.jpg
00853448275862-90_87-236&541_411&601-413&596_235&596_235&535_413&535-0_0_11_25_2_27_27-116-15.jpg,皖AM1C33,皖AM1C33,皖AM1C33,True,0.8157,True,True,1.0,1.0,same,"[226, 532, 418, 598]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00853448275862-90_87-236&541_411&601-413&596_235&596_235&535_413&535-0_0_11_25_2_27_27-116-15.jpg
00853448275862-90_89-259&443_443&503-438&501_267&499_268&442_439&444-0_0_8_24_29_33_13-74-9.jpg,皖AJ059P,皖AJ059P,皖AJ059P,True,0.8057,True,True,1.0,1.0,same,"[252, 435, 447, 508]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00853448275862-90_89-259&443_443&503-438&501_267&499_268&442_439&444-0_0_8_24_29_33_13-74-9.jpg
00859195402298-88_89-266&487_436&540-438&536_277&545_271&492_432&483-0_0_12_23_30_26_33-130-51.jpg,皖ANZ629,皖ANZ629,皖ANZ629,True,0.7976,True,True,1.0,1.0,same,"[263, 481, 442, 541]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00859195402298-88_89-266&487_436&540-438&536_277&545_271&492_432&483-0_0_12_23_30_26_33-130-51.jpg
00859195402298-90_89-309&584_491&646-490&641_312&633_309&572_487&580-0_0_24_7_25_26_27-40-6.jpg,皖A0H123,皖A0H123,皖A0H123,True,0.7962,True,True,1.0,1.0,same,"[298, 571, 493, 644]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00859195402298-90_89-309&584_491&646-490&641_312&633_309&572_487&580-0_0_24_7_25_26_27-40-6.jpg
00859195402298-90_92-281&460_457&521-467&515_288&521_289&457_468&451-0_0_11_30_33_33_1-124-7.jpg,皖AM699B,皖AM699B,皖AM699B,True,0.8018,True,True,1.0,1.0,same,"[277, 453, 470, 520]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00859195402298-90_92-281&460_457&521-467&515_288&521_289&457_468&451-0_0_11_30_33_33_1-124-7.jpg
00859913793103-94_84-373&518_523&578-526&577_368&564_372&506_530&519-0_0_19_30_31_30_6-160-17.jpg,皖AV676G,皖AV676G,皖AV676G,True,0.8102,True,True,1.0,1.0,same,"[359, 500, 537, 584]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00859913793103-94_84-373&518_523&578-526&577_368&564_372&506_530&519-0_0_19_30_31_30_6-160-17.jpg
0086099137931-88_89-171&334_331&396-333&383_176&393_166&337_323&327-0_0_1_33_8_26_30-85-10.jpg,皖AB9J26,皖AB9J26,皖AB9J26,True,0.7997,True,True,1.0,1.0,same,"[159, 324, 340, 395]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0086099137931-88_89-171&334_331&396-333&383_176&393_166&337_323&327-0_0_1_33_8_26_30-85-10.jpg
00862068965517-89_90-350&528_522&583-531&582_344&591_349&529_536&520-0_0_7_17_24_26_25-125-25.jpg,皖AHT021,皖AHT021,皖AHT021,True,0.788,True,True,1.0,1.0,same,"[338, 524, 538, 584]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00862068965517-89_90-350&528_522&583-531&582_344&591_349&529_536&520-0_0_7_17_24_26_25-125-25.jpg
00863026819924-87_95-361&499_512&557-513&545_365&563_371&508_519&490-0_0_23_24_28_25_25-88-17.jpg,皖AZ0411,皖AZ0411,皖AZ0411,True,0.779,True,True,1.0,1.0,same,"[357, 490, 523, 560]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00863026819924-87_95-361&499_512&557-513&545_365&563_371&508_519&490-0_0_23_24_28_25_25-88-17.jpg
00864942528736-90_88-203&558_382&617-389&614_204&616_198&555_383&553-0_0_1_28_24_32_33-180-21.jpg,皖AB4089,皖AB4089,皖AB4089,True,0.8255,True,True,1.0,1.0,same,"[192, 550, 394, 618]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00864942528736-90_88-203&558_382&617-389&614_204&616_198&555_383&553-0_0_1_28_24_32_33-180-21.jpg
00866618773946-90_85-255&445_442&514-456&511_256&518_243&454_443&447-0_0_0_32_0_30_32-140-19.jpg,皖AA8A68,皖AA8A68,皖AA8A68,True,0.817,True,True,1.0,1.0,same,"[240, 445, 456, 518]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00866618773946-90_85-255&445_442&514-456&511_256&518_243&454_443&447-0_0_0_32_0_30_32-140-19.jpg
00870210727969-91_88-184&398_355&454-353&451_178&452_178&392_353&391-0_0_33_19_30_30_29-166-10.jpg,皖A9V665,皖A9V665,皖A9V665,True,0.8103,True,True,1.0,1.0,same,"[170, 392, 358, 452]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00870210727969-91_88-184&398_355&454-353&451_178&452_178&392_353&391-0_0_33_19_30_30_29-166-10.jpg
00872246168583-90_83-315&522_504&590-514&589_323&596_311&532_502&525-0_3_1_32_26_29_24-31-15.jpg,皖DB8250,皖DB8250,皖DB8250,True,0.8079,True,True,1.0,1.0,same,"[301, 521, 521, 596]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00872246168583-90_83-315&522_504&590-514&589_323&596_311&532_502&525-0_3_1_32_26_29_24-31-15.jpg
00872246168583-90_84-383&472_550&538-556&551_382&543_373&478_547&486-10_12_6_3_29_27_29-91-31.jpg,苏NGD535,苏NGD535,苏NGD535,True,0.8059,True,True,1.0,1.0,same,"[366, 477, 564, 551]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00872246168583-90_84-383&472_550&538-556&551_382&543_373&478_547&486-10_12_6_3_29_27_29-91-31.jpg
00872246168583-90_90-240&530_412&588-418&587_244&585_245&525_419&527-0_0_22_12_25_24_24-181-14.jpg,皖AYN100,皖AYN100,皖AYN100,True,0.7998,True,True,1.0,1.0,same,"[234, 522, 426, 588]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00872246168583-90_90-240&530_412&588-418&587_244&585_245&525_419&527-0_0_22_12_25_24_24-181-14.jpg
00872246168583-91_89-284&465_460&524-457&531_293&519_293&455_457&467-0_0_25_29_11_24_32-157-5.jpg,皖A15M08,皖A15M08,皖A15M08,True,0.7995,True,True,1.0,1.0,same,"[284, 459, 466, 527]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\00872246168583-91_89-284&465_460&524-457&531_293&519_293&455_457&467-0_0_25_29_11_24_32-157-5.jpg
